0 0 0
0 0.25 0
0 0.5 0
0 0.75 0
0 1 0
0.25 0 0
0.25 0.25 12.5005
0.25 0.5 25.0005
0.25 0.75 37.5004
0.25 1 50
0.5 0 0
0.5 0.25 25.0005
0.5 0.5 50.0006
0.5 0.75 75.0004
0.5 1 100
0.75 0 0
0.75 0.25 37.5004
0.75 0.5 75.0004
0.75 0.75 112.5
0.75 1 150
1 0 0
1 0.25 50
1 0.5 100
1 0.75 150
1 1 200
